exam_type,category,prompt,choice1,choice2,choice3,choice4,correct_answer,model_answer,key_points,explanation,difficulty,image_url,tags,source,source_year,reference_text,code_snippet,code_language,image_urls,certificate_id
WRITTEN_CBT,1-1 AI·기계학습 기초,라벨(Label)에 대한 설명으로 가장 적절한 것은?,모델이 예측하려는 정답 또는 목표값,피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,1,,,라벨(Label): 모델이 예측하려는 정답 또는 목표값,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,라벨(Label),라벨(Label)|Label,라벨(Label): 모델이 예측하려는 정답 또는 목표값,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,모델이 예측하려는 정답 또는 목표값,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,가설 공간,모델,회귀,F1-score,1,,,가설 공간: 피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,가설 공간에 대한 설명으로 가장 적절한 것은?,가설 공간에 속하는 특정 함수,연속적인 수치형 반응값을 예측하는 지도학습 문제,정밀도와 재현율의 조화평균,피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,4,,,가설 공간: 피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,hard,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,가설 공간,가설 공간,가설 공간: 피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,학습,분류,오버피팅,모델,4,,,모델: 가설 공간에 속하는 특정 함수,easy,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,가설 공간에 속하는 특정 함수,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,모델에 대한 설명으로 가장 적절한 것은?,입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,가설 공간에 속하는 특정 함수,데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,3,,,모델: 가설 공간에 속하는 특정 함수,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,모델,모델,모델: 가설 공간에 속하는 특정 함수,easy,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,가설 공간에 속하는 특정 함수,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,정밀도,K-겹 교차검증,학습,지도학습,3,,,학습: 데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,학습에 대한 설명으로 가장 적절한 것은?,데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,2,,,학습: 데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,학습,학습,학습: 데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,인공지능(AI),지도학습,회귀,재현율,2,,,지도학습: 입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,지도학습에 대한 설명으로 가장 적절한 것은?,입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,연속적인 수치형 반응값을 예측하는 지도학습 문제,실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,"환경이나 데이터를 인지·학습·추론하여 목표 달성을 위한 예측, 행동 선택, 계획을 수행하는 시스템",1,,,지도학습: 입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,지도학습,지도학습,지도학습: 입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,회귀,분류,F1-score,머신러닝(ML),1,,,회귀: 연속적인 수치형 반응값을 예측하는 지도학습 문제,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,연속적인 수치형 반응값을 예측하는 지도학습 문제,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,회귀에 대한 설명으로 가장 적절한 것은?,입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,정밀도와 재현율의 조화평균,AI 범주 안에서 사람이 규칙을 모두 코딩하지 않고 데이터로부터 학습해 목적을 달성하는 접근 방법론,연속적인 수치형 반응값을 예측하는 지도학습 문제,4,,,회귀: 연속적인 수치형 반응값을 예측하는 지도학습 문제,hard,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,회귀,회귀,회귀: 연속적인 수치형 반응값을 예측하는 지도학습 문제,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,연속적인 수치형 반응값을 예측하는 지도학습 문제,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,정밀도,오버피팅,피처(Feature),분류,4,,,분류: 입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,분류에 대한 설명으로 가장 적절한 것은?,훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,모델이 예측에 사용하는 정보로서 판단의 근거 또는 단서가 되는 입력 특성,입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,3,,,분류: 입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,분류,분류,분류: 입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,입력을 미리 정해진 범주 중 하나로 예측하는 지도학습 문제,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,K-겹 교차검증,라벨(Label),정밀도,재현율,3,,,정밀도: 양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,easy,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,정밀도에 대한 설명으로 가장 적절한 것은?,모델이 예측하려는 정답 또는 목표값,양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,2,,,정밀도: 양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,정밀도,정밀도,정밀도: 양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,easy,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,양성으로 예측한 표본 가운데 실제 양성인 표본의 비율,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,가설 공간,재현율,F1-score,인공지능(AI),2,,,재현율: 실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,재현율에 대한 설명으로 가장 적절한 것은?,실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,정밀도와 재현율의 조화평균,"환경이나 데이터를 인지·학습·추론하여 목표 달성을 위한 예측, 행동 선택, 계획을 수행하는 시스템",피처와 라벨의 관계를 표현할 수 있는 모든 후보 함수의 모음,1,,,재현율: 실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,재현율,재현율,재현율: 실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,실제 양성 표본 가운데 모델이 양성으로 찾아낸 표본의 비율,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,F1-score,오버피팅,머신러닝(ML),모델,1,,,F1-score: 정밀도와 재현율의 조화평균,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,정밀도와 재현율의 조화평균,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,F1-score에 대한 설명으로 가장 적절한 것은?,훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,AI 범주 안에서 사람이 규칙을 모두 코딩하지 않고 데이터로부터 학습해 목적을 달성하는 접근 방법론,가설 공간에 속하는 특정 함수,정밀도와 재현율의 조화평균,4,,,F1-score: 정밀도와 재현율의 조화평균,hard,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,F1-score,F1-score,F1-score: 정밀도와 재현율의 조화평균,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,정밀도와 재현율의 조화평균,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,K-겹 교차검증,피처(Feature),학습,오버피팅,4,,,오버피팅: 훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,오버피팅에 대한 설명으로 가장 적절한 것은?,모델이 예측에 사용하는 정보로서 판단의 근거 또는 단서가 되는 입력 특성,데이터와 성능 척도를 바탕으로 가설 공간의 후보 중 최적 모델을 선택하는 과정,훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,3,,,오버피팅: 훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,오버피팅,오버피팅,오버피팅: 훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,훈련 데이터에는 지나치게 잘 맞지만 새로운 데이터에 대한 일반화 성능은 낮은 현상,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,다음 설명에 해당하는 개념으로 가장 적절한 것은?,라벨(Label),지도학습,K-겹 교차검증,인공지능(AI),3,,,K-겹 교차검증: 데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,medium,,AI시험|객관식|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,,,,,ai-exam
WRITTEN_CBT,1-1 AI·기계학습 기초,K-겹 교차검증에 대한 설명으로 가장 적절한 것은?,입력 피처와 정답 라벨이 함께 주어진 데이터로 입력과 출력의 관계를 학습하는 방식,데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,"환경이나 데이터를 인지·학습·추론하여 목표 달성을 위한 예측, 행동 선택, 계획을 수행하는 시스템",모델이 예측하려는 정답 또는 목표값,2,,,K-겹 교차검증: 데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,medium,,AI시험|객관식|개념비교|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-1 AI·기계학습 기초,다음 설명에 해당하는 용어를 쓰시오.,,,,,,K-겹 교차검증,K-겹 교차검증,K-겹 교차검증: 데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,medium,,AI시험|단답형|1-1 AI·기계학습 기초,1-1. AI 기계학습 기초 PDF 강의 정리본,,데이터를 K개 부분으로 나눠 한 부분씩 검증에 쓰고 나머지로 학습하는 과정을 K번 반복하는 평가법,,,,,ai-exam
WRITTEN_CBT,1-2 AI·기계학습 방법,다음 설명에 해당하는 개념으로 가장 적절한 것은?,단순 선형회귀,잔차,회귀계수,ReLU,1,,,단순 선형회귀: 하나의 설명변수와 반응변수 사이의 선형 관계를 모델링하는 회귀,easy,,AI시험|객관식|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,하나의 설명변수와 반응변수 사이의 선형 관계를 모델링하는 회귀,,,,,ai-exam
WRITTEN_CBT,1-2 AI·기계학습 방법,단순 선형회귀에 대한 설명으로 가장 적절한 것은?,관측값에서 모델의 예측값을 뺀 값,다른 변수를 고정할 때 해당 설명변수가 한 단위 변하면 반응변수가 평균적으로 변하는 양,"음수 입력은 0으로, 양수 입력은 그대로 출력하는 활성화 함수",하나의 설명변수와 반응변수 사이의 선형 관계를 모델링하는 회귀,4,,,단순 선형회귀: 하나의 설명변수와 반응변수 사이의 선형 관계를 모델링하는 회귀,hard,,AI시험|객관식|개념비교|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-2 AI·기계학습 방법,다음 설명에 해당하는 용어를 쓰시오.,,,,,,단순 선형회귀,단순 선형회귀,단순 선형회귀: 하나의 설명변수와 반응변수 사이의 선형 관계를 모델링하는 회귀,easy,,AI시험|단답형|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,하나의 설명변수와 반응변수 사이의 선형 관계를 모델링하는 회귀,,,,,ai-exam
WRITTEN_CBT,1-2 AI·기계학습 방법,다음 설명에 해당하는 개념으로 가장 적절한 것은?,최소제곱법,로지스틱 회귀,활성화 함수,잔차,4,,,잔차: 관측값에서 모델의 예측값을 뺀 값,medium,,AI시험|객관식|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,관측값에서 모델의 예측값을 뺀 값,,,,,ai-exam
WRITTEN_CBT,1-2 AI·기계학습 방법,잔차에 대한 설명으로 가장 적절한 것은?,출력이 0과 1 사이가 되도록 범주에 속할 확률을 모델링하는 분류 방법,신경망의 중간 계산 결과에 비선형성을 부여하는 함수,관측값에서 모델의 예측값을 뺀 값,잔차제곱합 RSS가 최소가 되도록 회귀계수를 정하는 방법,3,,,잔차: 관측값에서 모델의 예측값을 뺀 값,medium,,AI시험|객관식|개념비교|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,,,,,,ai-exam
PRACTICAL_WRITTEN_RESPONSE,1-2 AI·기계학습 방법,다음 설명에 해당하는 용어를 쓰시오.,,,,,,잔차,잔차,잔차: 관측값에서 모델의 예측값을 뺀 값,medium,,AI시험|단답형|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,관측값에서 모델의 예측값을 뺀 값,,,,,ai-exam
WRITTEN_CBT,1-2 AI·기계학습 방법,다음 설명에 해당하는 개념으로 가장 적절한 것은?,최대 가능도 추정(MLE),히든 유닛,최소제곱법,다중 선형회귀,3,,,최소제곱법: 잔차제곱합 RSS가 최소가 되도록 회귀계수를 정하는 방법,medium,,AI시험|객관식|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,잔차제곱합 RSS가 최소가 되도록 회귀계수를 정하는 방법,,,,,ai-exam
WRITTEN_CBT,1-2 AI·기계학습 방법,최소제곱법에 대한 설명으로 가장 적절한 것은?,신경망 은닉층에서 입력을 변환하는 중간 단계의 연산 단위,잔차제곱합 RSS가 최소가 되도록 회귀계수를 정하는 방법,여러 설명변수와 반응변수 사이의 선형 관계를 모델링하는 회귀,관측 데이터가 나타날 가능도를 최대화하도록 로지스틱 회귀의 모수를 추정하는 방법,2,,,최소제곱법: 잔차제곱합 RSS가 최소가 되도록 회귀계수를 정하는 방법,medium,,AI시험|객관식|개념비교|1-2 AI·기계학습 방법,1-2. AI 기계학습 방법 PDF 강의 정리본,,,,,,,ai-exam
