exam_type,category,prompt,choice1,choice2,choice3,choice4,correct_answer,model_answer,key_points,explanation,difficulty,image_url,tags,source,source_year,reference_text,code_snippet,code_language,image_urls,certificate_id
WRITTEN_CBT,임베디드 플랫폼,리눅스의 SIGCHLD 시그널에 대한 설명으로 옳지 않은 것은? [완전 신출],자식 프로세스가 좀비가 되는 것을 막기 위해서 wait 또는 waitpid 함수를 사용한다.,자식 프로세스가 종료될 경우 종료 상태를 부모 프로세스에게 보내지 않는다.,자식 프로세스가 종료되면 SIGCHLD_HANDLER함수를 통해 시그널 핸들러를 수행한다.,자식보다 부모가 먼저 종료될 경우 데몬 프로세스가 새로운 부모 프로세스가 되어 고아 프로세스가 작업을 마치고 종료될 수 있도록 한다.,2,,,"자식 프로세스가 종료될 경우 종료 상태를 부모에게 자동으로 보낸다. 이것이 SIGCHLD 시그널이다. 하지만, 자식 프로세스에 발생한 결함은 부모에게 전파되지 않는다. 반면, 스레드에서는 자식 스레드에 결함 발생시 부모 스레드로 전파된다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 11,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 플랫폼,다음의 리눅스 부팅과정 5단계 순서를 옳게 나열한 것은? [완전 신출],ㄱ → ㄴ → ㄷ → ㄹ → ㅁ,ㄱ → ㄹ → ㄷ → ㅁ → ㄴ,ㄱ → ㄷ → ㄹ → ㄴ → ㅁ,ㄱ → ㅁ → ㄹ → ㄴ → ㄷ,3,,,"일단, init가 맨 마지막에 수행됨을 안다면 1,3번만 남게 된다. 그리고 커널도 부트로드와 바이오스 과정을 모두 거쳐야 실행될 수 있으므로 답은 3번이 된다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 12,2025,"ㄱ. 시스템 전원 공급
ㄴ. 커널 단계
ㄷ. BIOS 단계
ㄹ. 부트로드 단계
ㅁ. init 프로세스 단계",,,,embedded-engineer
WRITTEN_CBT,임베디드 펌웨어,LVM(Logical Volume Management)에 대한 설명으로 옳지 않은 것은? [완전 신출],작은 용량의 저장 장치를 하나의 장치처럼 사용하는 기능을 제공한다.,여러 장치를 묶어서 하나의 장치로 표현될 때 사용한다.,합쳐진 하나의 디바이스 사이즈 조정이 자유롭다.,볼륨이 깨지거나 운영 체제가 손상되더라도 자료 복구가 용이하다.,4,,,"LVM은 서로 다른 디바이스를 하나로 묶어서 직관적으로 저장 장치에 접근할 수
있도록 하는 장점이 있으나, 볼륨이 깨지거나 운영 체제가 손상되는 경우 자료 복구가
어렵다는 단점이 존재한다. 이러한 LVM의 단점을 보완하기 위해 현재는 RAID방식을
더 많이 사용한다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 13,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,동적 메모리를 할당하는 함수와 일반적인 커널 메모리를 의미하는 플래그를 옳게 짝지은 것은? [완전 신출],vmalloc – GFP_KERNEL,kmalloc – GFP_KERNEL,vmalloc – GFP_ATOMIC,kmalloc – GFP_ATOMIC,2,,,"동적 메모리를 할당하는 함수는 kmalloc으로 2,4번 중 하나인데, 일반적인 커널 메모리라고 하였으므로 GFP_KERNEL이 된다. GFP_ATOMIC은 GFP_KERNEL 플래그 사용시 Sleep모드에 빠질 경우 사용하는 긴급상황용 메모리이다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 14,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 플랫폼,리눅스 쉘 로그인 과정을 옳게 나열한 것은? [완전 신출],/etc/profile → /etc/bashrc → ~/.bashrc → ~/.bash_profile,/etc/profile → ~/.bagh_profile → /etc/bashrc → ~/.bashrc,/etc/bashrc → ~/.bashrc → /etc/profile → ~/.bash_profile,/etc/bashrc → /etc/profile → ~/.bashrc → ~/.bash_profile,1,,,"설정에 필요한 파일이 있는 디렉토리에 먼저 접근해야 하므로 1,4번 중 하나인데, /etc/profile에 먼저 접근해야 하므로 답은 1번이다. 사람에 대해 파악할 때 프로필을 먼저 봐야 파악할 수 있는 것과 비슷하다고 연상하면 편하다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 15,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,리눅스에서 stat() 함수에 대한 설명으로 옳은 것은? [완전 신출],"리눅스의 프로세스, 메모리, 페이징, I/O 블록의 상태를 출력한다.","실시간으로 CPU, 메모리 사용량 등 시스템 자원 사용 현황과 프로세스 목록을 보여준다.",디렉토리나 파일의 상세 정보를 출력한다.,"CPU 아키텍쳐, 코어 수, 스레드 수 등 CPU 상세 정보를 보여준다.",3,,,"1번은 vmstat함수, 2번은 top함수, 4번은 iscpu함수에 대한 설명이다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 16,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,"0~3V에서 3비트 A/D변환할 때, 1LSB는 약 몇 V인가? [2019년 26번 그대로]",0.125V,0.375V,0.429V,0.667V,2,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 17,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 플랫폼,리눅스에서 사용하는 쉘(shell)이 아닌 것은?,윈 쉘(WIn shell),배시 쉘(Bash shell),대시 쉘(Dash shell),본 쉘(Bourne shell),1,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 18,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,JTAG 레지스터에 속하지 않는 것은? [완전 신출],Identification register,boundary register,Bypass register,Instruction register,2,,,boundary register는 존재하지 않으나 boundary-scan register는 존재한다. 그 외에도 internal register가 있다.,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 19,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,다음 C언어의 실행 결과로 옳은 것은? [완전 신출],화면에는 HelloWorld 메시지가 출력된다.,화면에는 아무런 메시지도 출력되지 않는다.,타겟에서 hello 프로그램을 실행한다.,프로그램 실행시 CPU에 오류 메시지가 발생된다.,2,,,"다음은 PC에서 작성한 C코드를 ARM 계열 타깃 보드에서 실행하기 위한 크로스 컴파일 환경을 구성하기 위한 테스트 컴파일을 위한 코드의 일부분이다. C언어를 모르면 두 번째 줄의 printf부분만 보고 1번으로 오답을 고를 수도 있는데, 소스코드에 오류가 없으므로 화면에는 아무런 메시지가 출력되지 않는다. 타겟에서 hello 프로그램을 실행하려면 호스트에서 컴파일된 프로그램을 타겟으로 복사하는 과정을 거쳐야 하므로 답은 2번이 된다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 20,2025,"#include<stdio.h>
int main(void)
{
printf(“HelloWorld\n”)
return 0;
}
#arm-linux-gcc –o hello hello.c",,,,embedded-engineer
WRITTEN_CBT,임베디드 플랫폼,TCP/UDP 네트워크 67번 포트의 프로토콜로 옳은 것은? [완전 신출],LDAP,DHCP,POP3,IMAP4,2,,,"LDAP는 389번 포트, POP3는 110번 포트, IMAP4는 993번 포트를 사용한다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 21,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,리눅스 교차 개발 환경에 대한 설명으로 옳지 않은 것은? [완전 신출],HOST와 TARGET에서 사용하는 마이크로프로세서가 서로 다를 때 실행할 수 있는 환경이다.,다음 환경에서 사용하는 컴파일러는 네이티브 컴파일러라고도 한다.,"툴 체인은 크로스 컴파일러, 크로스 어셈블러, 크로스 링커, 로케이터로 구성된다.",호스트에서 타켓에서 실행될 프로그램을 개발하는데 필요한 환경을 툴체인이라 한다.,2,,,"네이티브 컴파일러는 소프트웨어가 개발되는 환경과 실행되는 환경이 같을 때 사용하는 컴파일러로, 크로스 컴파일러가 개발,실행환경이 서로 다를 때 사용하는 컴파일러와 상반되므로 오답이다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 22,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 플랫폼,"다음 리눅스 명령어 실행 중 일반 사용자 계정인 user 계정으로 로그인하여 퍼미션 인증 결과 다음과 같은 실행 결과가 도출되고, 비밀번호를 변경할 수 없는 상태라고 한다. 파일 비밀번호 변경을 위해서 입력해야 하는 명령어로 옳은 것은? [완전 신출]",chown 4764 file1 chown u+s file 2,chmod 764 file1 chmod u+s file 2,chmod 4764 file1 chmod u+s file 2,chown 764 file1 chown u+s file 2,3,,,"세부 구문이나 조건의 정확도는 100% 장담까지는 못하나 인터넷 서칭하다가 매우 흡사한 구문이 있어 생각난 문제이다. 일단 4000번은 SetUID의 특별한 퍼미션에 해당하는 절대 표현 모드이므로 무조건 1,3번 중 하나가 답이다. 일반 퍼미션(764,655 등)으로는 비밀번호 수정 권한을 부여할 수가 없다. 또한, chown은 권한을 허가하는 명령어가 아닌 파일 또는 디렉토리의 소유자 그룹 변경 명령어이므로 3번이 답이 된다.",medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 23,2025,"[root@localhost tmp] #touch file1 file2
-rwrx-rw—r 1 root root 0 2020년 11월 20 16:40 file1
-rw-r-xr-x 1 root root 0 2020년 11월 20 16:40 file 2",,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,JK 플립플롭을 다음 [그림]과 같이 연결하여 클록펄스를 인가하면 출력 Q의 동작 상태는?,toggle,reset,set,race,1,,,,medium,/static/images/Engineer_Embedded/20250801/rId9.png,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 25,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,소프트웨어 공학에 대한 설명으로 가장 적합한 것은?,"소프트웨어의 설계, 제작, 운영에 있어서 인간적인 요소를 배제한 프로그래밍 자체에 대한 공학적 연구를 의미한다.",소프트웨어의 공학적이고 기술적인 영향을 사회 경제적인 시각에서만 설명한다.,"소프트웨어의 제작부터 운영까지 생산성을 높이기 위해 기술적, 인간적인 요소에 대한 방법론을 제공한다.",소프트웨어의 위기를 해결하기 위해서 현재 이미 해결된 문제들에 대해서 역사적 관점을 설명한다.,3,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 26,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 기사 출제기준,3단계 명령어 파이프라인에서 해당되지 않는 단계는?,인출 (Fetch),해독 (Decode),데이터읽기(Memory),실행 (Execute),3,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 27,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,ARM 프로세서의 레지스터 중에서 복귀할 프로그램 영역의 주소 값을 저장하고 있는 레지스터는? [2015년 4회 18번 문제와 동일],CPSR(Current Program Status Register),SP(Stack Pointer),LR(Link Register),PC(Program Counter),3,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 28,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,버스의 클록 주파수가 100MHz이고 데이터의 폭이 64비트일 때 버스의 대역폭은? [2024년 4회 10번 복원문제와 동일],200[Mbyte/sec],400[Mbyte/sec],1600[Mbyte/sec],800[Mbyte/sec],4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 29,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,다음 트리를 후위 순회(Postorder Traversal)하였을 때 데이터 접근 순서는?,A → B → E → C → D → F → G,C → D → B → A → F → G → E,C → D → B → F → G → E → A,C → B → D → A → F → E → G,3,,,,medium,/static/images/Engineer_Embedded/20250801/rId10.png,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 30,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,"과목: 2015년 4회 73번 문제와 동일
중앙처리장치의 구성요소 중에서 프로그램 실행 도중 분기가 발생할 때 가장 먼저 내용을 변화시켜주어야 하는 것은 어느 것인가? [2019년 4회 2번 문제와 동일]",명령레지스터,프로그램카운터,누산기,인덱스 레지스터,2,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 33,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,"과목: 2015년 4회 73번 문제와 동일
JAVA 언어에서 float형 선언으로 옳은 것은? [2019년 4회 61번 문제와 동일]",float f = 3.0e5D;,float f = 3.14;,float f = 3.05d;,float f = 2.05f;,4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 34,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,"과목: 2015년 4회 73번 문제와 동일
C언어에서 연산자 우선순위가 가장 낮은 것은? [2019년 4회 65번 문제와 동일]",!,==,&&,%,3,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 35,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,"과목: 2015년 4회 73번 문제와 동일
다음 JAVA 소스코드의 실행 결과는? [2019년 4회 75번 문제와 동일]",i = 5,i = 0,i = -1,Conpile 오류,4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 36,2025,"public class myClass
{
int i;
public static void main(String args[])
{
System.out.println(“i = ” + 1);
}
}",,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,"과목: 2015년 4회 73번 문제와 동일
소트프웨어 개발 단계 중 요구분석 단계에 대한 설명이 아닌 것은? [2019년 4회 80번 문제와 동일]",소프트웨어 개발의 실질적 첫 단계이다.,소프트웨어가 수행해야 하는 기능을 기술하는 단계이다.,문제점의 해결을 위해 목표를 명확히 도출하는 단계이다.,소프트웨어 내부 구조를 기술하는 단계이다.,4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 37,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,"과목: 2015년 4회 73번 문제와 동일
CPU 스케줄링 알고리즘을 선택하기 위한 기준이 아닌 것은? [2022년 4회 6번 복원문제와 동일]",CPU 이용률,총 처리 시간,대입시간,응답시간,3,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 38,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,"과목: 2015년 4회 73번 문제와 동일
C언어의 기억 클래스 종류가 아닌 것은? [2022년 4회 14번 복원문제와 동일]",static variables,internal variables,register variables,automatic variables,2,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 39,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 소프트웨어,"과목: 2015년 4회 73번 문제와 동일
Printf() 함수의 데이터 표현 중 변수의 주소(포인터 값)를 출력할 수 있는 형식은? [2022년 4회 18번 복원문제와 동일]",%p,%d,%u,%c,1,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 42,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 펌웨어,"과목: 2015년 4회 73번 문제와 동일
디바이스 드라이버에서 커널 타이머 사용시 관계없는 함수는? [2022년 4회 19번 복원문제와 동일]",init_timer(),add_timer(),del_timer(),create_timer(),4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 43,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 펌웨어,"과목: 2015년 4회 73번 문제와 동일
리눅스 커널 소스 중 플랫폼에 의존적인 코드를 모아 놓은 디렉토리는? [2022년 4회 22번 문제와 동일]",fs,lib,arch,mm,3,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 44,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 플랫폼,"과목: 2015년 4회 73번 문제와 동일
운영체제가 다른 컴퓨터의 파일 시스템을 이용하기 위한 파일공유가 목적인 것은? [2022년 4회 20번 문제와 동일]",NFS,TFTP,MISC,ADB,1,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 45,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,"과목: 2015년 4회 73번 문제와 동일
기억장치의 접근속도가 0,5us이고 데이터 워드가 32비트일 때 대역폭은?[2022년 4회 23번 문제와 동일]",8Mbps,16Mbps,32Mbps,64Mbps,4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2025-08-01 문제 46,2025,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,1-주소 방식에서 연산값을 저장하는 장소로 옳은 것은?,어큐뮬레이터,스택,PC,큐,1,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 1,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,"다음 F(A, B, C) = (0, 2, 4, 5, 6)의 간소화 결과로 옳은 것은?",A’+BC’,AB’+C’,A’B+C,AC’+B,2,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 2,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,다음 중 DVFS(Dynamic Voltage Frequency Scaling)에 대한 설명으로 옳지 않은 것은?,장치들이 동작하는 동안 소비전력을 줄일수 없는 ACPI의 한계를 극복하기 위해 나온 기술이다.,동작주파수와 전력소모량은 꼭 선형 관계를 가지는 것은 아니다.,전압관리 뿐만 아니라 동작조건에 따라 전압과 주파수를 동시에 관리한다.,낮은 전압을 인가하고 구동 주파수를 내리면서도 처리 명령어의 숫자를 증가시킬 수 있다.,4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 3,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,Big-endian의 설명으로 옳은 것은?,2바이트 이상의 데이터 저장 시 하위 바이트가 먼저 저장된다.,2바이트 이상의 데이터 저장 시 상위 바이트가 먼저 저장된다.,4바이트 데이터 저장 시 중간바이트가 먼저 저장된다.,"4바이트 데이터 저장 시 하위, 상위, 중간바이트 순으로 저장된다.",2,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 4,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,버스의 클록 주파수가 100MHz이고 데이터의 폭이 64비트일 때 버스의 대역폭은?,200[Mbyte/sec],400[Mbyte/sec],1600[Mbyte/sec],800[Mbyte/sec],4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 5,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,"직렬로 연결하는 LED에 보호저항을 장착하려 한다. 총 전압은 5V, 순방향 전압강하는 1.6V, 전류 한계가 36mA일 때, 가장 적절한 저항 값은?",80 Ω,90 Ω,100 Ω,110 Ω,3,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 6,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,서미스터(thermistor)라는 트랜스듀서에서 온도변화에 응답하는 요인은?,전압,전류,커패시터,저항,4,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 8,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,순차회로를 해석하기 위해 반드시 필요한 요소가 아닌 것은?,집적회로 소자의 특성,플립플롭의 입력 함수,상태표,상태 다이어그램,1,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 9,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,VHDL의 기본 문법에 대한 설명으로 틀린 것은?,VHDL은 대소문자를 구분하지 않는다.,문장 간의 구별은 콜론(:)으로 표시한다.,‘- -’이후는 해당 줄의 끝까지 주석 처리가 된다.,문장의 첫 문자로 숫자 또는 특수 문자를 사용할 수 없다.,2,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 10,2024,,,,,embedded-engineer
WRITTEN_CBT,임베디드 하드웨어,각 10진수에 대한 8421코드와 2421코드를 바르게 나타낸 것은?,10진수 : 3 / 8421코드 : 0011 / 2421코드 : 0010,10진수 : 5 / 8421코드 : 0101 / 2421코드 : 1011,10진수 : 7 / 8421코드 : 0111 / 2421코드 : 1110,10진수 : 9 / 8421코드 : 1001 / 2421코드 : 1101,2,,,,medium,,임베디드 기사|필기|기출,임베디드기사 2024-07-01 문제 11,2024,,,,,embedded-engineer
