exam_type,category,prompt,choice1,choice2,choice3,choice4,correct_answer,model_answer,key_points,explanation,difficulty,image_url,tags,source,source_year,reference_text,code_snippet,code_language,image_urls,certificate_id
WRITTEN_CBT,컴퓨터 프로그래밍,어셈블리어에서 어떤 기호적 이름을 상수 값을 할당하는 명 령은?,ASSUME,ORG,EVEN,EQU,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2011-03-20 11번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,객체가 메시지를 받아 실행해야 할 객체의 구체적인 연산을 정의한 것은?,속성,메소드,클래스,인스턴스,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2021-03-07 6번,2021,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,객체지향 시스템에서 데이터와 데이터를 처리하는 함수를 하나로 묶는 것을 의미하는 것은?,Information hiding,Inheritance,Encapsulation,Polymorphism,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2011-03-20 13번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,프로그래밍 언어의 해독 순서로 옳은 것은?,컴파일러 → 로더 → 링커,링커 → 로더 → 컴파일러,로더 → 컴파일러 → 링커,컴파일러 → 링커 → 로더,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2021-03-07 2번,2021,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,C 언어에서 정수형 자료 선언시 사용하는 것은?,float,double,int,char,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2011-03-20 15번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,C 언어에서 부호 없는 10진 정수를 출력하고자 할 때 printf 문의 변환 문자는?,%u,%x,%c,%f,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2011-03-20 16번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,C 언어에서 지정된 파일로부터 한 문자씩 읽어 들이는 파일 처리 함수는?,fopen(),fscanf(),fget(),fgets(),3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2011-03-20 17번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,어셈블리어에서 라이브러리에 기억된 내용을 프로시저로 정 의하여 서브루틴으로 사용하는 것과 같이 사용할 수 있도록 그 내용을 현재의 프로그램 내에 포함시켜 주는 명령은?,SEGMENT,ORG,INCLUDE,EXTRN,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍 2과목 : 자료구조 및 데이터통신,전자계산기조직응용기사 2018-08-19 7번,2018,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,어셈블리어에서 서브루틴을 호출하는 명령은?,LOOP,JMP,CALL,LOOPE,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2013-08-18 6번,2013,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,기계어에 대한 설명으로 옳지 않은 것은?,프로그램 작성이 어렵고 복잡하다.,각 컴퓨터마다 모두 같은 기계어를 가진다.,"실행할 명령, 데이터, 기억 장소의 소주 등을 포함한다.",컴퓨터가 해석할 수 있는 1 또는 0의 2진수로 이루어진 다.,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2019-08-04 4번,2019,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,비동기 전송방식에서 스타트(Start)와 스톱(Stop) 신호의 필 요성에 대하여 가장 잘 설명한 것은?,메시지 단위로 정보를 전송하기 위해 사용한다.,정보단위의 하나이므로 사용한다.,바이트(Byte)와 바이트(Byte) 사이를 구분하기 위하여 사 용한다.,비트(Bit)를 표본화하기 위하여 사용한다.,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 21번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,여러 개의 채널을 몇 개의 소수 회선으로 공유화시키는 장 치는?,변조기,집중화기,복조기,선로 공동 이용기,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 22번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,송수신 스테이션 사이에 데이터를 전송하기 전에 먼저 교환 기를 통해 물리적으로 연결이 이루어지는 교환 방식은?,회선 교환,데이터그램 패킷 교환,가상회선 패킷 교환,메시지 교환,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 23번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,X.25 프로토콜에서 제공하는 접속서비스 기능으로 옳은 것 은?,PRC(Program Recovery Circuit),PMC(Performance Maintenance Circuit),PAC(Physical Address Circuit),PVC(Permanent Virtual Circuit)),4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 24번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,OSI 7계층 중 데이터 링크 계층의 프로토콜로 옳지 않은 것 은?,HDLC,PPP,LLC,HTTP,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 25번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,중앙에 호스트 컴퓨터가 있고 이를 중심으로 터미털들이 연 결되는 네트워크 구성 형태는?,버스형,링형,성형,그물형,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 27번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,IP 프로토콜의 특징으로 옳지 않은 것은?,라우팅 단편화 기능을 수행한다.,비신뢰성 프로토콜이다.,IP 헤더는 항상 20바이트의 고정된 길이를 가진다.,IP 데이터그램은 전송순서와 도착순서가 다를 수 있다.,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 28번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,IPv6에 대한 설명으로 옳지 않은 것은?,IPv6 주소는 128비트 길이이다.,암호화와 인증 옵션 기능을 제공한다.,IPv6 주소는 32개의 8진수로 구성된다.,프로토콜의 확장을 허용하도록 설계되었다.,3,,,,medium,,컴퓨터시스템기사|필기|기출|B계보|데이터통신,전자계산기기사 2017-09-23 86번,2017,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,다음이 설명하고 있는 것은?,HTTP,FTP,SMTP,WAP 년 09 월 20 일 필기 기출문제,4,,,,medium,/questions/computer-system-engineer/b/20140920/q083-1.png,컴퓨터시스템기사|필기|기출|B계보|데이터통신,전자계산기기사 2014-09-20 83번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,2진수 00001101에 대한 2의 보수는?,11110011,11110010,11110111,11111010,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 31번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,DBMS의 필수 기능에 해당하지 않는 것은?,관리기능,정의기능,조작기능,제어기능,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2020-08-22 32번,2020,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,색인 순차(Indexed Sequential Access) 파일의 색인구역에 해당하지 않는 것은?,Track Index,Cylinder Index,Master Index,Overflow Index,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 33번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,다음 트리를 전위 순회(Pre-Order Traversal)한 결과는?,ABDECFG,BDEACFG,DEBAFGC,DEBFGCA,1,,,,medium,/questions/computer-system-engineer/a/20110320/q034-1.png,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2011-03-20 34번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,스택에 대한 설명으로 옳지 않은 것은?,"리스트의 한쪽 끝으로만 자료의 삽입, 삭제 작업이 이루 어지는 자료 구조이다.",스택으로 할당된 기억공간에 가장 마지막으로 삽입된 자 료가 기억된 공간을 가리키는 요소를 TOP이라고 한다.,가장 먼저 삽입된 자료가 가장 먼저 삭제되는 FIFO 방식 이다.,부프로그램 호출 시 복귀주소를 저장할 때 스택을 이용 한다.,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2017-08-26 34번,2017,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,스키마의 3계층 중 다음 설명에 해당하는 것은?,외부 스키마,개념 스키마,내부 스키마,관계 스키마,3,,,,medium,/questions/computer-system-engineer/a/20190804/q031-1.png,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2019-08-04 31번,2019,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,선형 구조에 해당하지 않는 것은?,스택,트리,큐,데크,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2021-03-07 38번,2021,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,다음 자료에 대하여 버블 정렬을 사용하여 오름차순 정렬할 경우 1회전 후의 결과는?,"5, 8, 6, 2, 4","2, 8, 5, 6, 4","5, 6, 2, 4, 8","5, 2, 4, 6, 8",3,,,,medium,/questions/computer-system-engineer/a/20150308/q031-1.png,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 31번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,데이터베이스의 등장 배경으로 거리가 먼 것은?,물리적인 주소가 아닌 데이터 값에 의한 검색을 수행하 고 싶었다.,여러 사용자가 데이터를 공유해야 할 필요가 생겼다.,데이터의 가용성 증가를 위해 중복을 허용하고 싶었다.,데이터의 수시적인 구조 변경에 대해 응용 프로그램을 매번 수정하는 번거로움을 줄여보고 싶었다.,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 36번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,해싱에서 동일한 버켓 주소를 갖는 레코드들의 집합을 의미 하는 것은?,synonym,collision,slot,bucket,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2013-08-18 24번,2013,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,재귀호출(recursive call) 프로그램에 해당하는 것은?,한 루틴(routine)이 반복될 때,한 루틴(routine)이 자기를 다시 호출할 때,다른 루틴(routine)이 다른 루틴을 호출할 때,한 루틴(routine)에서 다른 루틴으로 갈 때,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2013-08-18 44번,2013,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,다음 중 프로그램 제어와 가장 밀접한 관계가 있는 것은?,memory address register,index register,accumulator,status register,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 42번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,메가플롭스(MFLOPS)에 대한 설명으로 옳은 것은?,1클록펄스간에 실행되는 부동소수점 연산의 수를 10만을 단위로 하여 나타낸 수,1클록펄스간에 실행되는 고정소수점 연산의 수를 10만을 단위로 하여 나타낸 수,1초간에 실행되는 부동소수점 연산의 수를 100만을 단 위로 하여 나타낸 수,1초간에 실행되는 고정소수점 연산의 수를 100만을 단 위로 하여 나타낸 수,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 44번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,"플립플롭 중 입력단자가 하나이며, 1이 입력될 때마다 출력 단자의 상태가 바뀌는 것은?",RS 플립플롭,T 플립플롭,D 플립플롭,M/S 플립플롭,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 45번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,다음 중 잘못 연결한 것은?,Associative Memory - Memory Access 속도 향상,Virtual Memory - Memory 공간 확대,Cache Memory - Memory Access 속도 확대,Memory Interleaving - Memory 공간 확대,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 46번,2011,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,회로의 논리함수가 다수결 함수(Majority Function)를 포함 하고 있는 것은?,전가산기,전감산기,3-to-8 디코더,우수 패리티 발생기,1,,,,medium,,컴퓨터시스템기사|필기|기출|B계보|논리회로,전자계산기기사 2016-10-01 66번,2016,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,다음 중 Unicode와 ASCII 코드와의 관계를 가장 잘 설명한 것은?,Unicode는 ASCII를 인식할 수 있지만 ASCII에서는 Unicode의 특수문자를 인식할 수 없다.,"Unicode는 ASCII를 인식할 수 없고, ASCII에서도 Unicode의 특수문자를 인식할 수 없다.",Unicode는 ASCII를 인힉하고 ASCII에서도 Unicode의 특수문자를 인식할 수 있다.,Unicode는 ASCII를 인식할 수 없지만 ASCII에서는 Unicode의 특수문자를 인식할 수 있다.,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 48번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,우선순위 인터럽트 운영 방식이 아닌 것은?,LCFS(Last Come First Service),FCFS(First Come First Service),Masking Schema,Fixed Service,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 49번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,다음은 명령어 형식에 대한 설명이다. 옳은 것은?,명령은 보통 OP 코드부분과 오퍼랜드 부분으로 나누며 오퍼랜드는 수행해야 할 동작을 명시하는 부분이고 OP 코드는 연산의 대상물이다.,기억장치의 주소나 레지스터를 저장하거나 실제 데이터 값을 가지고 있는 부분이 오퍼랜드이다.,오퍼랜드의 비트 수가 n 비트인 경우 2n가지의 서로 다 른 동작을 수행할 수 있다.,오퍼랜드에는 유효번지를 결정하기 위한 모드 비트를 가 년 03 월 20 일 필기 기출문제 질 수 없다.,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 52번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,1의 보수 표현 방식에 의해 8 비트로 표현돤 9+(-24)의 연 산 수행시 그 결과는?,0100 1111,1111 0000,1000 1111,0111 0000,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 53번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,명령어 파이프라인 단계 수가 4 이고 파이프라인 클록 (clock) 주파수가 1㎒인 경우 10개의 명령어들이 파이프라 인 기법에서 실현될 경우 소요 시간으로 가장 적합한 것은?,4㎲,8㎲,13㎲,40㎲,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 54번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,비교적 속도가 빠른 자기 디스크에 연결하는 채널은?,바이트 채널,셀렉터 채널,서브 채널,멀티플렉서 채널,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 55번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,컴퓨터 주기억장치의 용량이 256MB 라면 주소 버스는 최소 한 몇 Bit이어야 하는가?,20 Bit 이상,24 Bit 이상,26 Bit 이상,28 Bit 이상,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 56번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,컴퓨터 시스템과 주변 장치간의 데이터 전송 방식에 해당되 지 않는 것은?,루프 입출력(loop I/O) 방식,DMA(Direct Memory Access) 방식,인터럽트 입출력(Interrupt I/O) 방식,프로그램 입출력(Programmed I/O) 방식,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 57번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,"하나의 명령 사이클을 실행하는데 2개의 머신 사이클이 필 요하다고 했을 때 CPU 클록 주파수를 10㎒로 동작시켰다. 이 때 1개의 명령 사이클을 실행하는데 걸리는 시간은?(단, 각각의 머신 사이클은 5개의 머신 스테이트로 구성되어 있 다.)",1㎲,2㎲,10㎲,20㎲,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 58번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,중재동작이 끝날 때마다 모든 마스터들의 우선순위가 한 단 계씩 낮아지고 가장 우선순위가 낮았던 마스터가 최상의 우 선순위를 가지도록 하는 가변우선순위 방식은?,동등 우선주위(Equal Priority) 방식,임의 우선순위(Random Priority) 방식,회전 우선순위(Rotation Priority) 방식,최소-최근 사용(Least Recently Used) 방식,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 59번,2011,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,마이크로 오퍼레이션과 관련이 적은 것은?,수평 마이크로 명령,수직 마이크로 명령,나노 명령,기가 명령,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2011-03-20 60번,2011,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,페이지교체 기법 중 참조 비트와 변형 비트가 필요한 것은?,FIFO,LRU,LFU,NUR,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2011-03-20 61번,2011,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,분산 운영체제의 구조 중 완전 연결(Fully Connection)에 대 한 설명으로 옳지 않은 것은?,하나의 링크가 고장 나면 모든 통신이 단절된다.,모든 사이트는 시스템 안의 다른 모든 사이트와 직접 연 결된다.,사이트 설치시 소요되는 기본 비용은 많이 든다.,사이트 간의 연결은 여러 회신이 존재하므로 신뢰성이 높다.,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2015-08-16 72번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,스레드의 특징으로 옳지 않은 것은?,실행 환격을 공유시켜 기억장소의 낭비가 줄어든다.,프로세스 외부에 존재하는 스레드도 있다.,하나의 프로세스를 여러 개의 스레드로 생성하여 병행성 을 증진시킬 수 있다.,프로세서들간의 통신을 향상시킬 수 있다.,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-03-02 64번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,교착상태의 해결 방안 중 다음 사항에 해당하는 것은?,Prevention,Avoidance,Detection,Recovery,1,,,,medium,/questions/computer-system-engineer/a/20110320/q064-1.png,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2011-03-20 64번,2011,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,파일 시스템에 대한 설명으로 옳지 않은 것은?,사용자가 파일을 생성하고 수정하며 제거할 수 있도록 한다.,한 파일을 여러 사용자가 공동으로 사용할 수 있도록 한 다.,사용자가 적합한 구조로 파일을 구성할 수 없도록 제한 한다.,사용자와 보조기억장치 사이에서 인터페이스를 제공한 다.,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2011-03-20 65번,2011,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,다중 처리기 운영체제 구성에서 주/종(Master/Slave) 처리기 시스템에 대한 설명으로 옳지 않은 것은?,주프로세서는 입/출력과 연산을 담당한다.,종프로세서는 입/출력 위주의 작업을 처리한다.,주프로세서만이 운영체제를 수행한다.,주프로세서에 문제가 발생하면 전체 시스템이 멈춘다.,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2011-03-20 66번,2011,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,하나의 프로세스가 작업 수행 과정에서 수행하는 기억 장치 접근에서 지나치게 페이지 폴트가 발생하여 프로세스 수행 에 소요되는 시간보다 페이지 이동에 소요되는 시간이 더 커지는 현상은?,스레싱(Thrashing),워킹 셋(Working set),교환(Swapping),세마포어(Semaphore),1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2013-08-18 65번,2013,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,"보안 메커니즘 중 합법적인 사용자에게 유형 혹은 무형의 자원을 사용하도록 허용할 것인지를 확인하는 제반 행위로 서, 대표적 방법으로 패스워드, 인증용 카드, 지문 검사 등 을 사용하는 것은?",Cryptography,Authentication,Digital Signature,Threat Monitoring,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2011-03-20 69번,2011,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,UNIX는 어떤 디렉토리 구조를 갖는가?,tree structured directory,two level directory,hashing structured directory,single level directory,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2011-03-20 70번,2011,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,"주기억장치 관리기법인 First-fit, Best-fit, Worst-fit 방법을 각각 적용할 경우 9K의 프로그램이 할당된 영역이 순서대로 옳게 짝지어진 것은?","1, 1, 4","1, 4, 2","4, 3, 4","4, 3, 2",1,,,,medium,/questions/computer-system-engineer/a/20110320/q071-1.png,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2011-03-20 71번,2011,,,,,computer-system-engineer
